,x_tsne,y_tsne,row_id,x_1_topic_probability,1_topic,2_topic,3_topic,4_topic,5_topic,6_topic,7_topic
92,3.958328,-8.035805,92,0.6052591,0.60528296,0.0,0.0,0.0,0.0,0.2653633,0.105054185
93,46.203827,-19.534927,93,0.64729446,0.019130627,0.0,0.0,0.0,0.28400892,0.64732873,0.02289038
94,30.34761,-17.172613,94,0.56156427,0.29563713,0.0,0.0,0.0,0.0,0.5615522,0.12552106
95,-14.003015,-4.4354935,95,0.39566025,0.3616352,0.39565718,0.0,0.0,0.22347839,0.0,0.0
96,34.532486,22.752493,96,0.49409527,0.0,0.067339785,0.0,0.0,0.0,0.42126358,0.4940575
97,-4.543044,10.132004,97,0.5712591,0.57059,0.017205229,0.01554563,0.013541245,0.016404454,0.02761379,0.33909962
98,1.2300568,12.757009,98,0.49127138,0.49128518,0.036265954,0.032926377,0.028657792,0.034821615,0.059622478,0.3164206
99,27.063866,-41.1321,99,0.45840442,0.39166856,0.0,0.13230921,0.0,0.0,0.45834005,0.0
100,17.669256,-37.781654,100,0.50961375,0.5096158,0.0,0.0,0.0,0.0,0.4330868,0.04820256
101,63.409103,-17.136047,101,0.91668105,0.0,0.0,0.0,0.048416052,0.0,0.91668737,0.0119023835
102,47.39136,32.49298,102,0.49753103,0.018150019,0.0,0.0,0.0,0.0,0.4521528,0.4974856
103,45.078873,29.184193,103,0.45199564,0.08069779,0.0,0.0,0.0,0.0,0.44569027,0.45195422
104,40.81093,-11.355323,104,0.52872455,0.09787604,0.0,0.0,0.11443653,0.1323746,0.5287567,0.1173005
105,3.9158885,-13.45174,105,0.66090816,0.6609203,0.0,0.0,0.0,0.0,0.30921742,0.012069881
106,35.59522,0.9512531,106,0.49889994,0.1412997,0.0,0.1449379,0.08718808,0.0,0.49893114,0.121561885
107,70.2118,-2.629414,107,0.79927814,0.046523422,0.025027081,0.02285877,0.01980526,0.024044828,0.79909253,0.06264811
108,46.206757,-32.552853,108,0.8084603,0.12638617,0.0,0.0,0.043030575,0.0,0.8084485,0.010298056
109,-12.232277,16.02568,109,0.3958096,0.39566934,0.331369,0.0,0.0,0.0,0.0,0.25681472
110,19.304708,-32.218975,110,0.48778474,0.48775035,0.0,0.0,0.0,0.08838891,0.4112858,0.0
111,32.634495,-48.45947,111,0.59404814,0.2998275,0.0,0.029740408,0.0,0.0,0.5940391,0.07030448
112,71.69819,-15.254571,112,0.9073536,0.02219058,0.011218005,0.010234833,0.0,0.010812807,0.907432,0.029230196
113,23.778904,-27.624508,113,0.4904321,0.30199,0.0,0.0,0.0,0.19565752,0.49042705,0.0
114,-9.128301,-6.0640106,114,0.41908896,0.41923013,0.2562591,0.0,0.088209584,0.09105666,0.0,0.13719323
115,21.269457,-41.265133,115,0.43882573,0.41926566,0.07764828,0.0,0.0,0.0,0.43878126,0.05499336
116,37.23858,3.6190622,116,0.50813866,0.07655071,0.0,0.0,0.5081028,0.16361997,0.23805259,0.0
117,-12.817775,61.347836,117,0.72868705,0.21870705,0.0,0.0,0.0,0.0,0.016391587,0.7286853
118,31.292658,-14.272551,118,0.5389386,0.282592,0.0,0.042544942,0.0,0.0,0.5389445,0.12852862
119,18.10043,-4.4654083,119,0.3593544,0.3593454,0.0,0.0,0.035626207,0.08276515,0.328088,0.1898291
120,31.810543,-2.3708246,120,0.47425184,0.17837806,0.056061495,0.0,0.0,0.12773402,0.47425807,0.1591464
121,23.178072,-16.998474,121,0.46540102,0.36876175,0.0,0.0,0.047410835,0.0,0.46553215,0.102482155
122,2.4540346,-12.330578,122,0.69231653,0.6923118,0.0,0.0,0.0,0.0,0.27867335,0.011246187
123,61.426785,12.228898,123,0.6707491,0.014485689,0.0,0.0,0.0,0.07555083,0.6707207,0.2205748
124,11.597939,-16.240631,124,0.6033688,0.6033666,0.0,0.0,0.16327083,0.0,0.2193036,0.0
125,67.893906,-32.264233,125,0.94582427,0.014294246,0.0,0.0,0.0,0.0,0.9458968,0.016417585
126,31.426184,-13.399205,126,0.4884374,0.2724556,0.0,0.11165878,0.0,0.0,0.48846808,0.114472084
127,67.08279,-29.30526,127,0.9462064,0.025108628,0.0,0.0,0.0,0.0,0.94010955,0.0138863595
128,7.914319,17.8603,128,0.44565588,0.3203236,0.0,0.0,0.0,0.0,0.20927818,0.44791603
129,58.8353,22.345316,129,0.64633864,0.012659104,0.0,0.0,0.0,0.0,0.64626926,0.31856513
130,26.289862,-49.045376,130,0.52548844,0.36757502,0.0,0.0,0.067436345,0.0,0.52552813,0.017788572
131,49.301514,-8.591223,131,0.64280117,0.08723795,0.04646131,0.04234873,0.036880475,0.044866357,0.6427987,0.099406436
132,8.605089,-34.108574,132,0.3615266,0.26199162,0.0,0.0,0.0,0.3615423,0.33997294,0.018550973
133,-5.357282,7.304509,133,0.6328996,0.6328851,0.017064543,0.015576177,0.0135422945,0.016384874,0.026993223,0.27755383
134,27.863644,-21.189323,134,0.48020524,0.12079954,0.0,0.0,0.0,0.26836577,0.48021418,0.11951237
135,26.870056,-41.055607,135,0.4426571,0.41982386,0.0,0.11879702,0.0,0.0,0.44266436,0.0
136,23.565384,-42.704056,136,0.46294993,0.4167672,0.0,0.0,0.10670109,0.0,0.46291628,0.0
137,25.737562,-54.267536,137,0.5912969,0.3526172,0.0,0.0,0.0,0.0,0.59125817,0.021968905
138,-14.092872,-4.359919,138,0.42923325,0.3405622,0.4292375,0.0,0.0,0.21402818,0.0,0.0
139,69.39859,-26.9738,139,0.9318597,0.015068907,0.0,0.0,0.0,0.0,0.93179625,0.025475731
140,29.587595,-48.093388,140,0.5471667,0.35009173,0.017124282,0.015576424,0.013543014,0.016415998,0.5471245,0.040124092
141,47.38096,-27.081076,141,0.7175789,0.18732536,0.0,0.0,0.0,0.0,0.7175897,0.08541112
142,13.320511,-8.8289175,142,0.44909832,0.44909737,0.0,0.0,0.0,0.09564308,0.31829187,0.13014624
143,33.103508,-32.404716,143,0.6289999,0.13810635,0.0,0.0,0.19776045,0.0,0.6289433,0.0161628
144,67.26474,-34.602875,144,0.9553055,0.0113880085,0.0,0.0,0.0,0.0,0.95531213,0.013762834
145,10.167426,-31.37422,145,0.28397357,0.27571127,0.16728365,0.0,0.0,0.24778034,0.28214827,0.015801959
146,22.591932,-18.534105,146,0.40198708,0.31070966,0.0,0.0,0.1690741,0.0,0.40194613,0.10393382
147,28.019625,-30.912985,147,0.5610106,0.2729057,0.0,0.0,0.0,0.084129475,0.5610128,0.07514301
148,69.69373,10.508723,148,0.81993115,0.028152244,0.0,0.0,0.0,0.0,0.82001555,0.14261255
149,63.107265,2.3208964,149,0.7072188,0.06783713,0.036316607,0.032895368,0.028650995,0.034680437,0.70756006,0.09205939
150,24.514847,17.518509,150,0.44574857,0.19753382,0.0,0.0,0.0,0.0,0.3405604,0.4456137
151,21.604395,-23.908094,151,0.48140496,0.21176104,0.0,0.0,0.11945484,0.1437841,0.481396,0.03907341
152,11.582491,-23.163614,152,0.42887115,0.42889017,0.0,0.0,0.028598225,0.18668576,0.34185442,0.0
153,7.3272233,59.02776,153,0.6380586,0.028761955,0.014177993,0.012923335,0.011183605,0.1607614,0.023676895,0.74851483
154,34.57556,32.780586,154,0.57031244,0.0,0.036111522,0.057161424,0.0,0.0,0.32729802,0.5697731
155,19.29449,1.1610888,155,0.34497163,0.34497514,0.09057577,0.030243471,0.0,0.0,0.33318293,0.19714694
156,2.5758498,-12.480625,156,0.68968433,0.6896887,0.0,0.0,0.0,0.0,0.28531423,0.0
157,45.958004,31.888552,157,0.49710506,0.025991835,0.012986145,0.01187688,0.010298764,0.012557726,0.42903492,0.49725372
158,67.28281,-34.5204,158,0.9543502,0.012831392,0.0,0.0,0.0,0.0,0.9544048,0.012586218
159,41.481236,17.858982,159,0.4833741,0.010369226,0.082248434,0.0,0.0,0.13489531,0.48338357,0.28003806
160,14.511192,-5.288883,160,0.37350363,0.37351373,0.0,0.0,0.0,0.18079604,0.22117846,0.21506618
161,21.364672,-52.413692,161,0.5496307,0.4025933,0.0,0.0,0.0,0.0,0.54959834,0.01879235
162,-8.355945,13.585332,162,0.52173305,0.52170295,0.13431232,0.0,0.0,0.0,0.046637967,0.29064018
163,58.991924,-20.310911,163,0.87758493,0.0,0.0,0.0,0.0,0.10492484,0.8775904,0.0
164,18.689903,27.08062,164,0.30945984,0.078380086,0.052060165,0.0,0.1699808,0.12491154,0.262852,0.30943704
165,17.959776,-42.85613,165,0.48367313,0.4562234,0.0,0.0,0.0,0.0,0.4836969,0.023973508
166,18.255245,-36.369,166,0.47254536,0.47254592,0.020964332,0.0,0.0,0.060838815,0.38919792,0.054100104
167,64.63077,16.71842,167,0.7304711,0.0,0.0,0.0,0.0,0.0,0.7304662,0.2564051
168,7.9000278,-20.135662,168,0.5754851,0.57547677,0.0,0.0,0.0,0.10881202,0.3028912,0.0
169,36.701332,6.4014974,169,0.41763905,0.16226707,0.0,0.0,0.41789097,0.0,0.19650987,0.20163882
170,8.518981,19.741941,170,0.48575512,0.28966874,0.0,0.0,0.022822425,0.0,0.19379412,0.48574072
171,6.2410154,4.414841,171,0.4580602,0.45806918,0.11891105,0.0,0.10208305,0.028547462,0.090569,0.1992964
172,-6.778736,65.13241,172,0.8115591,0.14839926,0.0,0.0,0.02882913,0.0,0.0,0.8115725
173,-15.474096,24.6981,173,0.3664289,0.096957035,0.3664274,0.08847343,0.0,0.0,0.25740823,0.18168423
174,-23.105574,68.85674,174,0.95888096,0.0107966,0.0,0.0,0.0,0.0,0.0,0.95888436
175,3.8783178,-5.745955,175,0.5945734,0.5945622,0.0,0.0,0.0,0.0,0.21669367,0.16542907
176,-3.8642905,2.0387926,176,0.72633606,0.726327,0.0,0.0,0.21900092,0.0,0.012636533,0.020337384
177,16.148508,-29.82519,177,0.3843207,0.36005774,0.08867624,0.032627247,0.032547597,0.095042594,0.3843194,0.0
178,60.621387,18.36315,178,0.6654332,0.02669374,0.0141000645,0.01286147,0.011179867,0.013609686,0.66541845,0.25613675
179,22.920048,-37.686577,179,0.49493825,0.41423035,0.0,0.0,0.0,0.0,0.49493116,0.074951924
180,39.65262,-3.1428645,180,0.52958554,0.019501716,0.0,0.28163004,0.0,0.12795281,0.529587,0.023562642
181,-14.407652,-51.06357,181,0.5785146,0.12822609,0.11940907,0.08185618,0.050884787,0.57848084,0.0,0.037190292
182,49.42022,11.491649,182,0.5728471,0.0,0.0,0.06674525,0.11786564,0.0,0.57283634,0.23130205
183,62.201878,12.689289,183,0.71383816,0.0,0.0,0.0,0.0,0.045935433,0.71385896,0.22188973
184,35.86388,-46.899536,184,0.6202579,0.26464403,0.01908636,0.017377006,0.015151943,0.018310666,0.620254,0.045176018
185,25.927624,-8.991185,185,0.4154845,0.24595505,0.23080845,0.0,0.0,0.028459769,0.41549173,0.07506831
186,-13.335443,7.9063888,186,0.6468523,0.64683104,0.31878978,0.0,0.0,0.0,0.0,0.012154808
187,51.369247,0.423831,187,0.6871175,0.08588781,0.0,0.0,0.20078948,0.0,0.687106,0.011861148
188,2.760961,-12.584912,188,0.68393236,0.68399835,0.0,0.0,0.0,0.0,0.28967687,0.010025949
189,18.044025,-18.614777,189,0.39561003,0.39557025,0.0,0.0,0.30743095,0.0,0.24631858,0.023961464
190,50.074226,-9.791192,190,0.63879514,0.09397334,0.0,0.06797868,0.07897635,0.04365045,0.63841444,0.07458668
191,17.51127,4.1349354,191,0.29562828,0.29556566,0.0,0.060476,0.0,0.12848647,0.23689994,0.2724475
192,14.278522,61.76101,192,0.7997323,0.020739503,0.010489129,0.0,0.09915762,0.01008524,0.017658321,0.83228564
193,35.73797,-18.422693,193,0.6517609,0.23059964,0.0,0.0,0.0,0.0,0.65176904,0.10867623
194,34.77031,-41.590427,194,0.5993294,0.30771017,0.059742495,0.0,0.02281135,0.0,0.59932584,0.0
195,15.682961,-42.88392,195,0.49251837,0.4925199,0.0,0.0,0.0,0.0,0.4908535,0.0
196,9.0051155,0.5726942,196,0.4566654,0.4566724,0.0,0.0,0.0,0.0,0.28262556,0.24731189
197,10.971312,-11.950163,197,0.5538202,0.55383223,0.0,0.0,0.0,0.0,0.3102489,0.11703427
198,43.93127,-15.761952,198,0.5765586,0.0,0.0,0.0,0.0,0.26540056,0.5765553,0.14304167
199,-7.980653,1.5290066,199,0.75337887,0.7533775,0.0,0.0,0.0,0.0,0.07978457,0.15801595
200,-9.017039,-19.746317,200,0.38542512,0.3854251,0.05748297,0.0,0.20734352,0.295833,0.04389786,0.0
201,17.828896,-34.639328,201,0.52478755,0.52520114,0.0,0.057210293,0.0,0.0,0.34831664,0.057337444
202,54.33529,-19.882143,202,0.7991605,0.017192693,0.0,0.0,0.0,0.13908294,0.79915315,0.020851685
203,64.430695,6.3554287,203,0.827963,0.0,0.0,0.0,0.0,0.081741065,0.82798344,0.078504145
204,-2.0241208,15.405308,204,0.49315134,0.49313024,0.01050542,0.0,0.0,0.010152239,0.017625477,0.45073643
205,51.89556,-14.769454,205,0.6910152,0.0,0.025629427,0.0,0.15358827,0.11698362,0.69101405,0.0
206,7.2915483,20.822927,206,0.5033298,0.2869947,0.0,0.07873144,0.0,0.0,0.1245162,0.50331205
207,50.993797,5.7214246,207,0.5584007,0.010228628,0.0,0.19532423,0.21498606,0.0,0.558426,0.011505123
208,20.07269,-32.246,208,0.445251,0.44401717,0.0,0.0,0.031104008,0.0670403,0.44525564,0.0
209,40.504543,-30.995369,209,0.6822373,0.19881855,0.0,0.0,0.04936574,0.0,0.6822304,0.06211501
210,27.4007,-41.52365,210,0.48179123,0.34517175,0.012964937,0.107711405,0.010288384,0.01245706,0.48173904,0.029667452
211,25.691957,25.15051,211,0.39204112,0.0,0.0,0.0,0.21634603,0.0,0.39206043,0.3755988
212,40.46851,-38.32017,212,0.6809245,0.17016958,0.13570261,0.0,0.0,0.0,0.6809392,0.0
213,-4.2727547,-39.325794,213,0.51547784,0.34719667,0.01708612,0.015574926,0.013539908,0.515542,0.027341295,0.06371916
214,11.100304,-24.407064,214,0.37136534,0.37155655,0.0,0.0,0.059929095,0.1745459,0.3440135,0.044800628
215,77.51877,-10.859428,215,0.88038224,0.02934199,0.014195076,0.012927822,0.011198435,0.013593097,0.88050216,0.03824141
216,23.817528,-43.138306,216,0.50115776,0.39527124,0.0,0.0,0.08299926,0.0,0.5011681,0.0
217,23.538578,-52.993004,217,0.56269747,0.3910252,0.0,0.0,0.0,0.0,0.5626847,0.036768716
218,52.06032,26.318972,218,0.5624065,0.01012824,0.0,0.0,0.0,0.0,0.5624641,0.40907347
219,18.198233,-12.177323,219,0.37481785,0.37480932,0.12581046,0.0,0.03544438,0.0,0.36078888,0.096603766
220,50.904102,-38.253437,220,0.79319394,0.18386613,0.0,0.0,0.0,0.0,0.79320544,0.010116016
221,42.173557,-4.4739676,221,0.53984845,0.12050418,0.13363491,0.121781655,0.03765149,0.0,0.5355671,0.047438227
222,15.47451,-40.280518,222,0.5210236,0.5210214,0.0,0.0,0.0,0.0,0.4614686,0.0
223,24.936687,11.638463,223,0.40660384,0.19130203,0.0,0.0,0.045175053,0.0,0.406625,0.3459132
224,-14.283181,37.90529,224,0.52014166,0.04790054,0.52027047,0.0,0.0,0.15399045,0.0,0.26993218
225,7.0046616,-9.471264,225,0.6308293,0.63082755,0.102122724,0.0,0.0,0.0,0.24167642,0.013194411
226,65.16534,-8.398801,226,0.80022013,0.0,0.0,0.1498094,0.034475893,0.0,0.80021745,0.0
227,-14.276317,9.27793,227,0.58123064,0.5812175,0.38997293,0.0,0.0,0.0,0.0,0.011904415
228,3.1164265,-3.4252694,228,0.58806133,0.58801305,0.0351274,0.0,0.038070373,0.037487693,0.14440991,0.1544501
229,23.463995,-42.830414,229,0.46705994,0.4155489,0.0,0.0,0.07020998,0.0,0.46706215,0.021993013
230,13.351446,7.7028084,230,0.25617674,0.23714955,0.19945015,0.07951712,0.0,0.0,0.25621715,0.21986029
231,46.79025,-48.743336,231,0.73944545,0.23743975,0.0,0.0,0.0,0.0,0.73942083,0.0
232,50.897587,-38.949646,232,0.79008484,0.19262502,0.0,0.0,0.0,0.0,0.7900798,0.0
233,62.046055,9.802106,233,0.70903254,0.0,0.0,0.0,0.0,0.1185202,0.70903164,0.16154042
234,22.38363,33.060295,234,0.57101876,0.07057501,0.0,0.0,0.09345358,0.0,0.2496368,0.5710496
235,28.98719,-3.2081993,235,0.38448602,0.1133513,0.0,0.0,0.0,0.23360568,0.38457114,0.24806945
236,62.419415,-41.205044,236,0.9727376,0.0,0.0,0.0,0.0,0.0,0.9727178,0.0
237,68.95572,-28.361694,237,0.93541247,0.015776157,0.0,0.0,0.0,0.0,0.9354467,0.021091297
238,-0.5334142,2.3390455,238,0.46427742,0.4642677,0.10252332,0.0,0.31279027,0.106537595,0.0,0.0
239,4.922328,-46.348843,239,0.54486436,0.09746002,0.0,0.0,0.0,0.5448683,0.2954755,0.054679066
240,19.692253,-43.29998,240,0.48996624,0.48995358,0.047126744,0.0,0.0,0.0,0.44442755,0.0
241,63.551083,1.2364259,241,0.72386885,0.066824995,0.036100168,0.032884732,0.028666994,0.034770977,0.72387,0.07688213
